platformid_postid,message_or_description,post_url,account_url,target,keyword,domain_of_attack,media_data,is_this_misinformation,is_this_disinformation,is_this_malinformation
1912920785593150_3476161999269013,"বিএনপি-জামায়াতের পেইড গুজব প্রচারকারী তাসনিম খলিল

বিদেশের মাটিতে বসে সার্বক্ষনিক বাংলাদেশবিরোধী প্রচারণায় মুখর এক ভয়ঙ্কর ষড়যন্ত্রকারীর নাম তাসনিম খলিল। দেশের ভাবমূর্তি নষ্ট করাই যেন তার নেশা। তাই দেশের বিরুদ্ধে ষড়যন্ত্রে মত্ত এই সাইবার সন্ত্রাসী গুজব আর সাংবাদিকতাকে একত্রে গুলিয়ে ফেলেছে। বিএনপি জামাতের গুজবের প্রধান কারিগর মাহমুদুর রহমানের পরিকল্পনায় দেশবিরোধী অপপ্রচারের মিশনে নেমেছে তাসনিম খলিল যার পদবী হলোঃ রাজাকার পুত্র, সমকামী, নাস্তিক, উম্মাদ, স্বঘোষিত সাংবাদিক, গুজব সম্রাট, দেশবিরোধী।

গুজব সম্রাট, দেশবিরোধী, স্বঘোষিত সাংবাদিক, নাস্তিক ও বাংলা ভাষার প্রতি বিতশ্রদ্ধ সুইডেন প্রবাসী পলাতক আসামীদের টাকায় বাংলাদেশর বিরোধী কর্মকাণ্ডে লিপ্ত আছেন কথিত সাংবাদিক তাসনিম খলিল। মধ্যযুগের কবি আবদুল হাকিমের নূরনামা কাব্যের একটি অংশ আছে যে, সবে বঙ্গেত জন্মি হিংসে বঙ্গবাণী। সে সব কাহার জন্ম নির্ণয় ন জানি, এর মর্মার্থ হলো যার নিজের দেশের প্রতি, নিজের ভাষার প্রতি হিংসাপরায়ন তাহার জন্ম নিয়ে সমালোচনা করেছেন। আমাদের কিছু দেশত্যাগী জ্ঞানপাপী সাংবাদিক নামধারী লোক বিদেশে বসে দেশের বিরুদ্ধে ষড়যন্ত্রে লিপ্ত। তাদের সাম্প্রতিক কর্মকান্ড লক্ষ্য করলে সন্দেহ হয় তারা কি সত্যি এই সোনার বাংলায় জন্মগ্রহনকারী? স্বঘোষিত নাস্তিক ও বাংলা ভাষার প্রতি বিতশ্রদ্ধ তাসনিম খলিলকে বিশ্ব মিডিয়ায় দেখা গেছে আল জাজিরার মাধ্যমেই। তা সবসময়ই শেখ হাসিনা সরকারের সমালোচক হিসেবে। এমনকি ২০১৯ সালে আল জাজিরার হেড টু হেড অনুষ্ঠানে প্রধানমন্ত্রীর উপদেষ্টা গওহর রিজভীর বক্তব্যের মধ্যে তার মন্তব্য গ্রহণ করে উদ্দেশ্যমূলকভাবে বাংলাদেশকে একদলীয় রাষ্ট্র হিসেবে চিহ্নিত করা হয়। এযাবৎ আল জাজিরা টেলিভিশন বাংলাদেশকে নিয়ে ৩৫টি প্রতিবেদন প্রচার করেছে। তার অধিকাংশই নেতিবাচক সংবাদে ভরপুর ছিল। উপরন্তু তার পেছনে ছিল জামায়াত-বিএনপির ইন্ধন এবং বিপুল টাকা খরচের রাজনৈতিক অভিলাষ।

তথ্যপ্রযুক্তির সহজলভ্যতার কল্যানে বিশ্বের বিভিন্ন প্রান্তে সাইবার অপরাধ মারাত্মক আকার ধারণ করেছে। বাংলাদেশও এর ব্যতিক্রম নয়। বাংলাদেশ সরকারের উন্নয়ন বাধাগ্রস্থ করতে একটি মহল এই সাইবার আক্রমনের পথ বেচে নিয়েছে। তারা দেশে এবং দেশের বাইরে বসে সরকারের বিরুদ্ধে নানা রকম অপপ্রচার/গুজব চালাচ্ছে। আজকে তেমনি একজন মুখোশধারীর গল্প আপনাদের কাছে তুলে ধরবো। তার নাম হচ্ছে তাসনিম খলিল। যিনি বিদেশে বসে দেশের বিরুদ্ধে ষড়যন্ত্রে লিপ্ত স্বঘোষিতি একজন নাস্তিক। দেশের ভাবমূর্তি নষ্ট করাই যেন তার নেশা। তাই সুইডেনে বসে নিজের ‘বদ অভ্যাস’ হিসেবেই গুজব আর সাংবাদিকতাকে একত্রে গুলিয়ে ফেলেছেন তিনি। দেশবিরোধী ষড়যন্ত্রের মাধ্যমে অস্থিতিশীল ও অস্বাভাবিক পরিস্থিতি সৃষ্টির ‘খোয়াব’ তার চিরায়ত। এ কারণে এরই মধ্যে ‘গুজব গুরু’ হিসেবে আলাদা পরিচিতি পেয়েছেন। বিদেশে বসে অনলাইনে দেশের বিভিন্ন স্পর্শকাতর বিষয়ে কূটকৌশলই তার নেশা।

বিদেশে বসে বাংলাদেশের বিরুদ্ধে একের পর এক গুজব প্রচার করা কথিত সাংবাদিক তাসনিম খলিল গতবছর বাংলাদেশে ঘটে যাওয়া সাম্প্রদায়িক দাঙ্গা বাধানোর অপচেষ্টা করেছেন। এর প্রমাণ তার ফেসবুক পোস্ট। কুমিল্লার ঘটনার আগেই ফেসবুকে পোস্ট দিয়েছিলেন এমন কিছু একটা হবে। কিভাবে জানলেন তাসনিম খলিল? সুদূর সুইডেনে বসে তিনি কিভাবে জানলেন বাংলাদেশে পূজামণ্ডপে হামলার কথা?মূলত বিএনপি-জামায়াতের এজেন্ট হওয়ায় তার সাথে তারেক রহমানের বিশেষ যোগাযোগ আছে। সেখানে বসেই তিনি জেনেছিলেন, বিএনপি-জামায়াতের কিছু এজেন্ট কুমিল্লায় এ ধরনের কাজ করতে যাচ্ছে। আভাস পেয়ে আগে থেকে উসকে দিতেই তিনি এ পোস্ট করেন। এ ঘটনা দিয়ে বহির্বিশ্বে সরকারের ভাবমূর্তি নষ্ট করতে চেয়েছিলো তাসনিম খলিল ও বিএনপি-জামায়াতের কুচক্রী মহল। যাতে করে স্বাধীনতা বিরোধী ও একাত্তরের পরাজিত শক্তিরা ক্ষমতায় বসতে পারে।

তাসনিম খলিল মনেপ্রাণে জামায়াত মতাদর্শে বিশ্বাসী একজন নামসর্বস্ব সাংবাদিক। মূলত যুক্তরাষ্ট্রে পলাতক বিএনপি-জামায়াত সরকারের দুর্নীতিবাজ সাবেক কর্মকর্তা শামসুল আলমের নিয়ন্ত্রণাধীন বিএনপি-জামায়াতের ‘গুজব সেলে’র পেইড কর্মী হয়ে কাজ করছেন তিনি। তার মূল কাজ হলো, গুজব এবং প্রোপাগান্ডা ছড়িয়ে মানুষকে বিভ্রান্ত করা ও সরকারবিরোধী মনোভাব তৈরিতে উসকানি দেয়া।",https://www.facebook.com/groups/1912920785593150/permalink/3476161999269013,https://www.facebook.com/groups/1912920785593150,হাসিনা,সমকামী,Gender based attack (male),"[{'type': 'photo', 'url': 'https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/351798176_745902293887860_8796716567882503143_n.jpg?stp=dst-jpg_p720x720&_nc_cat=103&ccb=1-7&_nc_sid=5f2048&_nc_ohc=2hGdM0lTddQAX96z2h2&_nc_ht=scontent-sea1-1.xx&oh=00_AfC-xZ2qYkMMdN4O1PoFRhnI8f_zJGcybVxnsRc-HKnGxA&oe=65653C2B'}]",Yes,Yes,No
405646443480674_1231608410884469,"বিএনপি-জামায়াতের পেইড এজেন্ড, গুজব প্রচারকারী আব্দুর রব ভুট্টো।

আমাদের সমাজেও কিছু মানুষ আছে যারা কখনও নিজেদের সংশোধন করতে পারে না। অর্থ আর আত্মপ্রচারের উচ্চাভিলাষে মানুষ কত নিচে নামতে পারে তার প্রমাণ আগেই দিয়েছেন আব্দুর রব ভুট্টো। আমরা সবাই জানি বর্তমান তথ্য প্রযুক্তির যুগে প্রতিনিয়ত নতুন নতুন ইস্যু তৈরি হয়। আর এসব ইস্যুকে পুজি করে কিছু দেশবিরোধী চক্র গভীর ষড়যন্ত্রের পথ বেচে নেয়। ভালো খারাপ যেই ইস্যু আসুক না কেনো তারা এগুলোয় রং মিশিয়ে জনমনে ভিতী তৈরির চেষ্ঠা করে। তারা সবসময় স্রোতের উল্টো দিকে চলার চেষ্ঠা করে। তেমনি একজন ব্যক্তি হলো দেশবিরোধীদের পেইড এজেন্ট এ আর ভুট্টো। তার সামাজিক যোগাযোগ মাধ্যমে চোখ রাখলে দেখতে পারবেন একটি নির্দিষ্ট দলের এজেন্ডা বাস্তবায়নের জন্য সে উঠেপড়ে লেগেছে। প্রশ্ন হচ্ছে, কেনো আব্দুর রব ভুট্টো এমনটি করছেন? কার ইন্ধনে? কিসের লোভে তিনি এমনটি করতে পারেন? এ বিষয়ে অনুসন্ধান চালিয়ে জানা যায়, মূলত বিএনপির ভারপ্রাপ্ত চেয়ারম্যান তারেক রহমানকে তুষ্ট করে তার থেকে কোটি টাকা হাতিয়ে নিতেই এমনটি করেন গুজবকারী ভুট্টো সাহেব। আর এ টাকা দিয়ে তিনি করে বেড়ান নারী নিয়ে আমোদ ফুর্তি।এ বিষয়ে আব্দুর রব ভুট্টো’র দ্বিতীয় স্ত্রী বলেন, নারীর নেশার জন্যই তার সঙ্গে আমার ২০১৬ সালে ডিভোর্স হয়ে যায়। এরপরও তিনি একাধিক নারীর সঙ্গে অনৈতিক সম্পর্কে জড়ান। তার নামে নারী নির্যাতনের মামলা হবার পর তিনি লুকিয়ে লন্ডন পালিয়ে যান। এখন শুনছি লন্ডনে গিয়ে নারীদের সঙ্গে আমোদ ফুর্তিতে ব্যস্ত। দুঃখের বিষয় তার এসব অর্থের যোগান দেন একজন রাজনৈতিক ব্যক্তি। যিনি নিজেও দুর্নীতির সাজা খাটার ভয়ে লন্ডনে পালিয়ে আছেন। তিনিই আমার প্রাক্তন লম্পট স্বামীকে সরকার বিরোধী সকল কাজে যুক্ত করেছেন। এটি দুঃখজনক আমরা এখনো যদি প্রতিহিংসার রাজনীতি থেকে বের হতে না পারি, তাহলে দেশ অগ্রসর হবে না।

সামনে দ্বাদশ জাতীয় সংসদ নির্বাচন। আর এই নির্বাচনকে কেন্দ্র করে সরকারবিরোধী এজেন্টরা সরকারের বিরুদ্ধে উঠেপড়ে লেগেছে। জানা যায় তারেক জিয়ার খুব কাছের একজন ব্যক্তির নাম এ আর ভুট্টো। যিনি দেশের বাইরে থেকে সরকারের বিভিন্ন কাজের বিরুদ্ধে গুজব ছড়ানোয় ব্যস্ত। তাছাড়া সরকারের বিভিন্ন বাহিনীকে নিয়ে নানা রকম গুজব ছড়াতে সিদ্ধহস্ত সে। সম্প্রতি আমরা আরও লক্ষ করেছি কজন রাষ্ট্রদ্রোহ মামলার আসামি বিদেশে পলাতক অবস্থায় ডিজিটাল মাধ্যমে দেশের সার্বভৌমত্ব, সংবিধান ও সাংবিধানিক সরকারের বিরুদ্ধে যেভাবে চরম উসকানিমূলক বিষোদগার ও অপপ্রচার করেছে, সেটি নিঃসন্দেহে রাষ্ট্রদ্রোহমূলক অপরাধ। গত কয়েক মাস ধরে দেশি-বিদেশি কিছু ষড়যন্ত্রকারী বাংলাদেশের বিরুদ্ধে গভীর ষড়যন্ত্রে লিপ্ত। এটি নতুন কোনো ঘটনা নয়। ২০০৮, ২০১৪ এবং ২০১৮-এর নির্বাচনের পর থেকেই তারা এই ষড়যন্ত্র করে আসছে।

এই চক্রটি আবার সক্রিয় হয়ে উঠেছে। তারা বাংলাদেশে আরেকটি এক/এগারো কিংবা ‘আরব বসন্ত’ ঘটানোর জন্য গভীর স্বপ্নে বিভোর। এই চক্রটির সদস্য দেশি-বিদেশি কিছু ব্যক্তি। এদের কেউ কেউ বর্তমান সরকারের সময়ই প্রতিষ্ঠিত হয়েছেন, এই সময়ই তাদের জৌলুস বেড়েছে। ষড়যন্ত্রকারীরা আজ দেশি-বিদেশি চক্রান্তকারীদের পক্ষে বাংলাদেশের বিরুদ্ধে কাজ করছে। তারা খন্দকার মোশতাকের প্রেতাত্মা। একটি কথা মনে রাখা প্রয়োজন, ১৯৭৫-এর ১৫ আগস্টের ঠিক আগের দিনও মোশতাকের ভূমিকা উন্মোচিত হয়নি। কিন্তু আজ তাদের কারো কারো ষড়যন্ত্র আমাদের সামনে উন্মোচিত হচ্ছে। বিএনপি দেশকে পিছিয়ে নিয়ে যাওয়ার জন্যই দেশের বিরুদ্ধে গুজব চালানোর জন্য এসব এজেন্টদের ব্যবহার করছেন।  আর এই অপতৎপরতা বিরুদ্ধে আমাদের সকলের প্রতিবাদ জানাতে  হবে।

আব্দুর রব ভুট্টো’র সার্বিক কর্মকাণ্ড সম্পর্কে বলতে গিয়ে একজন রাজনৈতিক বিশ্লেষক বলেন, সামাজিক যোগাযোগ মাধ্যমে এসে দেশবিরোধী কথা বলে একটি বিশেষ শ্রেণির মানুষকে খুশি করা গেলেও আদতে চারিত্রিক সমস্যা যুক্ত মানুষের কথায় কেউ খুশি হতে পারে না। যারা গুজব ছড়াতে টাকা নেয়, সে টাকা আমোদ ফুর্তির কাজে ব্যবহার করে তারা আর যাই হোক, দেশের বন্ধু হতে পারে না।",https://www.facebook.com/groups/405646443480674/permalink/1231608410884469,https://www.facebook.com/groups/405646443480674,রব ভুট্টো,লম্পট,Gender based attack (male),"[{'type': 'photo', 'url': 'https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/361612288_231707529772715_9113704589468938443_n.jpg?stp=dst-jpg_p720x720&_nc_cat=108&ccb=1-7&_nc_sid=730e14&_nc_ohc=fkwo07JtE7IAX_EGSxV&_nc_ht=scontent-sea1-1.xx&oh=00_AfD0dKxdK2QceR_kULWoIejkxNHfqXQXqel-yA3Iiji0VA&oe=64BE2D2F'}]",Yes,Yes,No
109793829588251_1221808931720063,বিএনপি-জামাতের নতুন পীর পিনাকী ভট্টাচার্য.. নষ্টা মহিলা নিয়ে ফূর্তি করা যার প্রতিদিনকার রুটিন।,https://www.facebook.com/groups/109793829588251/permalink/1221808931720063,https://www.facebook.com/groups/109793829588251,পিনাকী ভট্টাচার্য,নষ্টা,Gender based attack (female),"[{'type': 'photo', 'url': 'https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/342501259_594014666006140_1308559002294465944_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=5cd70e&_nc_ohc=wRG-gN9W3UoAX_KrfAD&_nc_ht=scontent-sea1-1.xx&oh=00_AfCyamA0kXqEWAJzV5dTt6urr4_xMjdM5Py1yECZmxa5Cw&oe=644796A1'}]",No,Yes,Yes
100066362419232_550752870480122,বিএনপি'র রেইনবো নেশন প্রতিষ্ঠার ঘোষণা বাংলাদেশে সমকামী বিয়ে বেউধ ঘোষণার পূর্ব প্রস্তুতি ! #তারেক #বিএনপি #রাজনীতি,https://www.facebook.com/100066362419232/posts/550752870480122,https://www.facebook.com/108796737981434,তারেক জিয়া,সমকামী,Fake Propaganda News (political),"[{'type': 'video', 'url': 'https://video-sea1-1.xx.fbcdn.net/v/t42.1790-2/332823030_166382319518693_5101790384782267564_n.mp4?_nc_cat=105&ccb=1-7&_nc_sid=985c63&efg=eyJybHIiOjQ4MiwicmxhIjoxMDI5LCJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=JB_Jay4N37UAX-DhI2M&rl=482&vabr=268&_nc_ht=video-sea1-1.xx&oh=00_AfAaSPe8dtX29XRp7oc2KoDXqgZTKR2BaICSMQG9XDQIag&oe=6423F0F9'}, {'type': 'photo', 'url': 'https://scontent-sea1-1.xx.fbcdn.net/v/t15.5256-10/332361779_1865288507181179_7108307727426882561_n.jpg?stp=dst-jpg_p720x720&_nc_cat=100&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=c_Tumq9lXG8AX-Z1Qta&_nc_ht=scontent-sea1-1.xx&oh=00_AfCjXrU9R1DC84c41riL1Sz_CQNEBNOuyIg9xjzruLiq_w&oe=6425266F'}]",Yes,Yes,No
1250296395056848_5830841813668927,বিএনপি নেত্রী শামা ওবায়েদের ২৭ সেকেন্ডের নগ্ন ভিডিও ভাইরাল হবার পর এবার ভাইরাল হলো বিএনপির ভারপ্রাপ্ত চেয়ারম্যান তারেক রহমানের বড় মেয়ে জাইমা রহমানের অশ্লীল ভিডিও।,https://www.facebook.com/groups/1250296395056848/permalink/5830841813668927,https://www.facebook.com/groups/1250296395056848,শামা,নগ্ন ভিডিও,Gender based attack (female),"[{'type': 'video', 'url': 'https://video-sea1-1.xx.fbcdn.net/v/t42.1790-2/272274836_264026762509475_1159162256124143152_n.mp4?_nc_cat=110&ccb=1-7&_nc_sid=985c63&efg=eyJybHIiOjM0MCwicmxhIjo1MTIsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&_nc_ohc=z6Tcgb0oY_sAX9rx0BJ&rl=340&vabr=189&_nc_ht=video-sea1-1.xx&oh=00_AfCUqFkaB6MRz0ok4tPv9pe15qaKDWd9eGljx5dlBLlVIQ&oe=63A48A8D'}, {'type': 'photo', 'url': 'https://scontent-sea1-1.xx.fbcdn.net/v/t15.5256-10/272649522_353271762996278_4717645667490503989_n.jpg?stp=dst-jpg_s720x720&_nc_cat=106&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=7-mmucUDeI8AX_ULj_-&_nc_ht=scontent-sea1-1.xx&oh=00_AfD0OrcdN8xBWyWCRk7t6HTeqEbZAp8yTek_FPim63jHJw&oe=63A7D931'}]",Yes,Yes,No
6016256155089094,বিএনপি নেত্রী রুমীন ফারহানা! #hotelrelax #মাইরি,https://www.facebook.com/sheikh.russell.7/posts/6016256155089094,https://facebook.com/sheikh.russell.7,রুমীন ফারহানা,লাল পানি,Gender based attack (female),"[{'type': 'video', 'url': 'https://video-sea1-1.xx.fbcdn.net/v/t42.1790-2/344990378_554836066764969_1590644461592647533_n.mp4?_nc_cat=111&ccb=1-7&_nc_sid=985c63&efg=eyJybHIiOjM0MiwicmxhIjo1MTIsInZlbmNvZGVfdGFnIjoic3ZlX3NkIn0%3D&_nc_ohc=pNNpOojnht4AX-05YwU&rl=342&vabr=190&_nc_ht=video-sea1-1.xx&oh=00_AfBufEfUM91pL38lZ5UOSxeYQibrUPnOeUPZ2rseLkCtiw&oe=645B4530'}, {'type': 'photo', 'url': 'https://scontent-sea1-1.xx.fbcdn.net/v/t15.5256-10/344303638_219819114083851_229113316658583319_n.jpg?stp=dst-jpg_s720x720&_nc_cat=102&ccb=1-7&_nc_sid=ad6a45&_nc_ohc=CqtQaMVI2C8AX-QCanE&_nc_ht=scontent-sea1-1.xx&oh=00_AfBTw8uujQU4FPow71U-S5Ofe79cGn6DDO8_fhaxrTqcSg&oe=645A7B8A'}]",Yes,Yes,No
824486431319493_1715942178840576,বিএনপি চেয়ারপারসন খালেদা জিয়া লাল পানি খায় এটা মোটামুটি সবাই জানে। কিন্তু সেদিন লাল পানি খেয়ে খালেদা জিয়া সমাবেশ...,https://www.facebook.com/groups/824486431319493/permalink/1715942178840576,https://www.facebook.com/groups/824486431319493,জিয়া,লাল পানি,Gender based attack (female),"[{'type': 'video', 'url': 'https://www.youtube.com/embed/xsYCRv3gnzM?autoplay=1'}, {'type': 'photo', 'url': 'https://external-sea1-1.xx.fbcdn.net/emg1/v/t13/15501956914467541757?url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FxsYCRv3gnzM%2Fhq2.jpg%3Fsqp%3D-oaymwEoCOADEOgC8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYPCBlKFMwDw%3D%3D%26rs%3DAOn4CLBs1JY2tQb6GpLMWxcPKsfdwIRdQg&fb_obo=1&utld=ytimg.com&stp=c0.5000x0.5000f_dst-emg0_p360x360_q75&ccb=13-1&oh=06_AbENXs70J6lLNChg5iND6oRh7gQYToifgAAzX0Ynrg-mJw&oe=65643F0B&_nc_sid=28bdff'}]",Yes,Yes,Yes
1461565480642727_2837372519728676,"বিএনপি আর বিএনপি নাই তারা এখন কেলেঙ্কারি দলে পরিণত হয়েছে দিন দিন ভারী হচ্ছে বিএনপির কলঙ্কের পাল। যে পালের ওজনে উঠে দাঁড়াতে পারছে না বিএনপি। একদিকে যেমন ব্যক্তির কালিমায় কলঙ্কিত হয়েছে দল, তেমনি ছিল সাংগঠনিক কেলেঙ্কারিও। কেউ করেছেন অর্থ কেলেঙ্কারি, কেউ নারী কেলেঙ্কারি, আবার কেউ করেছেন সোনার মুকুট কেলেঙ্কারি।",https://www.facebook.com/groups/1461565480642727/permalink/2837372519728676,https://www.facebook.com/groups/1461565480642727,তারেক রহমানের,নারী কেলেঙ্কারি,Gender based attack (female),"[{'type': 'photo', 'url': 'https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/320047843_3295683870683372_2337073716479787066_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=8024bb&_nc_ohc=NHJPVsiWtfsAX9Ct3kg&_nc_ht=scontent-sea1-1.xx&oh=00_AfCDZ4oa6CxcK9CYzbq7bNz2R1UbAF59Oq7O0kahk8qVuw&oe=63A8673D'}]",Yes,Yes,Yes
1107674729282074_6304044729645022,"বাবা আর দাদি খালেদা জিয়ার চরিত্রেই বড় হচ্ছেন জাইমা রহমান
বাবা আর দাদি খালেদা জিয়ার চরিত্রেই বড় হচ্ছেন নাতনী জাইমা রহমান। পরিবারের প্রধান দুর্নীতিবাজ হলে সেই প্রবণতা সন্তানদের মাঝে গড়ে ওঠে। সুতরাং ভবিষ্যতে যদি বিএনপির দায়িত্ব জাইমা রহমান বা জাফিয়া রহমানের হাতে যায় তারাও বাবা তারেক রহমানের মতো দুর্নীতি ও মহালুটপাটে মেতে উঠবেন বলেও মনে করছেন রাজনৈতিক বিশ্লেষকরা। যুক্তরাজ্যভিত্তিক একাধিক সূত্র বলছে, বিএনপির প্রতিষ্ঠাতা জিয়াউর রহমান, বেগম জিয়া ও তারেক রহমান পারিবারিক সূত্রে দুর্নীতি করার যোগ্যতা অর্জন করেছেন। জিয়া অবৈধভাবে ক্ষমতা গ্রহণ করেন, বেগম জিয়া-তারেক রহমানও ক্ষমতায় থাকতে ব্যাপক দুর্নীতি করেছেন-লুটপাট করেছেন। আর দুর্নীতি, অসততা ও প্রতারণা জিনগত কারণে জাইমা-জাফিয়ার রক্তেও প্রবাহিত হচ্ছে। সুতরাং, তারেককন্যা জাইমা-জাফিয়াও পারিবারিক সূত্র ধরেই অসৎ, দুশ্চরিত্র ও প্রতারক হবেন। সুতরাং তারাও বিস্তর দুর্নীতির সাথে জড়িয়ে পড়বেন এবং চরমভাবে বিএনপির ক্ষতি করবেন। কারণ যাবতীয় অপকর্মের শিক্ষা পারিবারিকভাবে পেয়েছেন জাইমা-জাইফা রহমান। জানা গেছে, এরই মধ্যে জাইমা-জাফিয়াকে নিয়ে দুশ্চিন্তায় পড়েছে তারেক-জোবায়দা দম্পতি। বিশেষ করে জাইমা রহমানের উচ্ছৃঙ্খল জীবনযাপন, প্রেমের নামে নষ্টামি, চরম বিলাসিতা, দামি গাড়িতে চলা, লেটনাইট পার্টির নামে বেহায়াপনায় চরম বিব্রত হয়ে পড়েছেন তারেক রহমান। আর জাইমাকে নিয়ন্ত্রণ করতে না পারায় জাফিয়া রহমানও নষ্টামির পথে পা বাড়াতে পারে বলেও শঙ্কিত হয়ে পড়েছেন তারেক-জোবায়দা। লন্ডনের কিংস্টনকেন্দ্রীক একটি সূত্র বলছে, জাইমা রহমানের উচ্ছৃঙ্খল জীবন যাপনের কারণে প্রায়শই রাতে তারেক রহমানের বাড়ি থেকে চিল্লাচিল্লির শব্দ পাওয়া যায়। চরম বিলাসী ও বিশৃঙ্খল জীবন যাপনের কারণে জাইমাকে প্রায়শই বকাঝকা করেন তারেক-জোবায়দা। জাইমার বেহিসাবি জীবনের কারণে ছোট মেয়ে জাফিয়া রহমানও নষ্টামির পথে চলে যেতে পারে বলেও শঙ্কা প্রকাশ করেছেন তারেক দম্পতি। অবশ্য দুই কন্যার বেহিসাবি, চরম বিলাসিতা ও উচ্ছৃঙ্খল জীবন-যাপনের জন্য তারেক রহমানকেই দায়ী করেন জোবায়দা রহমান। শাশুড়ি বেগম জিয়ার মতোই তারেকের দুই কন্যাও চরম হিংসুক, বেহিসাবি ও অহংকারী হয়েছেন বলেও প্রায়শই ক্ষোভ প্রকাশ করেন জোবায়দা রহমান।",https://www.facebook.com/groups/1107674729282074/permalink/6304044729645022,https://www.facebook.com/groups/1107674729282074,বেগম জিয়া,নষ্টামি,Gender based attack (female),"[{'type': 'photo', 'url': 'https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/364745655_283535257626645_4572626598911037154_n.jpg?stp=dst-jpg_p720x720&_nc_cat=104&ccb=1-7&_nc_sid=0f5592&_nc_ohc=B9QYnAw5_akAX_sr17C&_nc_ht=scontent-sea1-1.xx&oh=00_AfDF14q4KwpUdtp0mOu4BV0VsB6q9zS3xTriivPPM0oBMg&oe=64D9F822'}]",Yes,Yes,No
592929511452039_1445137206231261,"বাংলার জনগণের কাছে যখন বিএনপির ঠাই নাই, চল এবার আ.লীগকে কোণঠাসা করতে আমেরিকা যাই, জনগণের দরকার নাই, পিছন দরজা দিয়ে ঢুকে ক্ষমতায় বসতে চাই। খুনি-চোরা তারেকের সঙ্গে আছি দুর্নীতিবাজরা সবাই, ভাঙ্গা সুটকেস ভরছি জুয়া মাগি মদ খেয়ে বাংলাদেশের বদনাম গাইতে লন্ডনে পাঠাইছি। হাসিনা পালানোর পথ নাই, আমেরিকা আসছে খা-লেদা তারেকের পথ খুলছে। লও ঠেলা😀",https://www.facebook.com/groups/592929511452039/permalink/1445137206231261,https://www.facebook.com/groups/592929511452039,হাসিনা,মাগি,Gender based attack (male),,Yes,Yes,Yes
558970684149818_6105374699509361,বাংলাদেশের শীর্ষ ৩ ... ... ...,https://www.facebook.com/groups/558970684149818/permalink/6105374699509361,https://www.facebook.com/groups/558970684149818,খালেদা,বেহায়া,Gender based attack (female),"[{'type': 'photo', 'url': 'https://scontent-sea1-1.xx.fbcdn.net/v/t39.30808-6/329644411_500264765631048_4456447503348588623_n.jpg?stp=dst-jpg_p720x720&_nc_cat=102&ccb=1-7&_nc_sid=730e14&_nc_ohc=2NzBciFSiJ4AX8835oF&_nc_ht=scontent-sea1-1.xx&oh=00_AfDGivDMH_cum6Qyic7KNYat4Kb-8YY8gx1h0k3lNQomPg&oe=63E700CD'}]",Yes,Yes,No
2687935131486014_3484841841795335,বাংলাদেশের রাজনীতি এখন চলচ্চিত্রাঙ্গনের অধীনে চলে যাচ্ছে। চিত্র নায়িকা কবরী সারোয়ার থেকে শুরু করে বর্তমান সময়ের শর্ট ড্রেস পরা মাহিয়া মাহি ও অশ্লীল অঙ্গ ভঙ্গিতে মিউজিক ভিডিও করা হিরো আলম ও সংসদ সদস্য হতে চায়। ফাইট্টা যাওয়া রাত জাগা বাউল শিল্পী মমতাজ তো আছেই। কখন যেন শুনে বসি টাঙ্গাইলের বাদাইমা ও সংসদ সদস্য নির্বাচন করতে মাঠে নেমে যায়।,https://www.facebook.com/groups/2687935131486014/permalink/3484841841795335,https://www.facebook.com/groups/2687935131486014,মমতাজ,অশ্লীল,Gender based attack (female),,Yes,Yes,Yes
